station,cluster,latitude,longitude,elevation,climate
GHCND:USC00451679,1,48.5397,-121.7422,59.4,cold rainy costal
GHCND:USC00451767,2,47.95449,-118.99968,524.0,very cold rainy midlands
GHCND:USC00451939,1,47.3705,-123.16,6.4,cold rainy costal
GHCND:USC00451992,1,48.26056,-121.60278,167.0,cold rainy costal
GHCND:USC00452007,2,47.66371,-118.16133,739.1,very cold rainy midlands
GHCND:USC00452030,2,46.3152,-118.0022,474.6,very cold rainy midlands
GHCND:USC00452157,2,48.7141,-121.143,271.6,very cold rainy midlands
GHCND:USC00452384,2,47.2422,-121.1869,661.4,very cold rainy midlands
GHCND:USC00452505,2,46.9692,-120.54,451.1,very cold rainy midlands
GHCND:USC00452531,1,47.0091,-123.4008,21.3,cold rainy costal
GHCND:USC00452563,2,47.69831,-120.3229,313.0,very cold rainy midlands
GHCND:USC00452675,1,47.97528,-122.195,14.0,cold rainy costal
GHCND:USC00453546,2,46.7225,-118.6524,458.7,very cold rainy midlands
GHCND:USC00453730,3,48.1989,-120.7735,980.8,frozen snowy mountainous
GHCND:USC00453826,1,47.2336,-123.9897,42.7,cold rainy costal
GHCND:USC00453859,2,47.38721,-121.39257,776.9,very cold rainy midlands
GHCND:USC00454084,1,46.01583,-122.7325,71.9,cold rainy costal
GHCND:USC00454154,2,46.2111,-119.1011,118.9,very cold rainy midlands
GHCND:USC00454486,1,47.3766,-121.9613,163.1,cold rainy costal
GHCND:USC00454572,2,47.55862,-120.67493,343.8,very cold rainy midlands
GHCND:USC00454679,2,47.00216,-118.5657,496.8,very cold rainy midlands
GHCND:USC00454764,2,46.74917,-121.81194,839.7,very cold rainy midlands
GHCND:USC00454769,1,46.13722,-122.97806,3.4,cold rainy costal
GHCND:USC00455086,1,47.14583,-123.40056,74.7,cold rainy costal
GHCND:USC00455133,2,48.6007,-120.4276,652.6,very cold rainy midlands
GHCND:USC00455224,1,47.13556,-122.25611,173.7,cold rainy costal
GHCND:USC00455305,1,45.9551,-122.5625,68.3,cold rainy costal
GHCND:USC00455525,1,47.845,-121.99556,38.1,cold rainy costal
GHCND:USC00455840,1,48.6758,-121.2419,160.0,cold rainy costal
GHCND:USC00455946,2,48.89937,-117.82899,456.3,very cold rainy midlands
GHCND:USC00456295,1,47.30889,-121.85556,268.8,cold rainy costal
GHCND:USC00456534,2,47.75838,-120.65881,565.4,very cold rainy midlands
GHCND:USC00456706,1,47.80639,-122.65167,60.4,cold rainy costal
GHCND:USC00456768,2,46.2014,-119.758,253.0,very cold rainy midlands
GHCND:USC00456846,1,47.8091,-122.9136,37.5,cold rainy costal
GHCND:USC00456880,2,47.22353,-119.8524,392.0,very cold rainy midlands
GHCND:USC00457015,2,46.3119,-119.2633,113.7,very cold rainy midlands
GHCND:USC00457059,2,47.1175,-118.37146,568.1,very cold rainy midlands
GHCND:USC00457180,2,47.23446,-117.36364,737.6,very cold rainy midlands
GHCND:USC00457185,2,48.7272,-121.0722,376.7,very cold rainy midlands
GHCND:USC00457247,2,46.3953,-119.0713,181.4,very cold rainy midlands
GHCND:USC00457507,1,48.49611,-122.235,15.8,cold rainy costal
GHCND:USC00457522,2,46.6722,-120.4994,341.4,very cold rainy midlands
GHCND:USC00457544,1,48.085,-123.0638,15.2,cold rainy costal
GHCND:USC00457794,2,45.81783,-121.35699,730.0,very cold rainy midlands
GHCND:USC00457941,2,47.6812,-117.62675,728.8,very cold rainy midlands
GHCND:USC00458034,1,47.86722,-121.7175,52.1,cold rainy costal
GHCND:USC00458059,2,48.3509,-120.7264,383.1,very cold rainy midlands
GHCND:USC00458211,2,46.345,-120.0289,245.4,very cold rainy midlands
GHCND:USC00458278,1,47.2472,-122.4122,7.6,cold rainy costal
GHCND:USC00458773,1,45.6776,-122.6514,67.1,cold rainy costal
GHCND:USC00459074,2,47.42895,-120.31002,190.8,very cold rainy midlands
GHCND:USC00459238,2,47.76799,-118.72397,659.0,very cold rainy midlands
GHCND:USC00459376,2,48.47429,-120.18874,533.1,very cold rainy midlands
GHCND:USR0000WESC,2,47.0378,-117.9472,503.8,very cold rainy midlands
GHCND:USR0000WFLO,2,48.2975,-117.4039,792.5,very cold rainy midlands
GHCND:USR0000WFTA,1,47.4536,-121.6658,478.5,cold rainy costal
GHCND:USS0017A01S,3,48.69,-117.18,1524.0,frozen snowy mountainous
GHCND:USS0017B04S,3,47.88,-117.09,1432.6,frozen snowy mountainous
GHCND:USS0017C04S,3,46.18,-117.54,1737.4,frozen snowy mountainous
GHCND:USS0017C05S,3,46.12,-117.85,1685.5,frozen snowy mountainous
GHCND:USS0017C06S,2,46.24,-117.39,1219.2,very cold rainy midlands
GHCND:USS0018A19S,3,48.19,-118.46,1338.1,frozen snowy mountainous
GHCND:USS0018A21S,3,48.86,-118.4,1426.5,frozen snowy mountainous
GHCND:USS0018A26S,3,48.95,-118.99,1633.7,frozen snowy mountainous
GHCND:USS0019A02S,3,48.66,-119.84,1359.4,frozen snowy mountainous
GHCND:USS0019A09S,3,48.59,-119.87,1362.5,frozen snowy mountainous
GHCND:USS0019A13S,3,48.36,-119.08,1527.0,frozen snowy mountainous
GHCND:USS0020A07S,3,48.53,-120.99,1316.7,frozen snowy mountainous
